RECID,WGHT_PER,AGEC,SEX,HSDSIZEC,FR_Q140,EDU5,SRH_Q110,INCMC,
11351,432.7993,70,2,2,2,1,2,10,
3663,203.9251,65,2,1,1,1,1,9,
5301,358.9403,36,2,3,2,2,2,7,
11514,875.4067,34,1,3,2,3,2,10,
14029,448.5183,78,1,2,2,5,3,8,
18028,537.5436,52,2,2,2,2,4,8,
1887,181.5195,80,2,1,3,5,3,7,
10636,757.7655,49,2,3,3,2,5,8,
18785,506.2034,62,1,2,1,5,2,12,
15767,456.7944,43,2,3,3,4,3,6,
11240,405.1517,72,1,2,3,2,5,6,
155,382.552,56,2,2,2,4,2,9,
519,390.649,62,2,2,2,5,3,99,
5534,182.6539,60,2,1,2,2,5,9,
11992,383.8612,60,2,2,2,2,2,7,
3918,255.7811,52,2,1,2,2,1,4,
17291,390.649,62,2,2,1,2,1,6,
16935,563.7217,36,1,4,9,1,2,9,
11930,667.5228,20,2,2,3,3,3,7,
7874,409.009,56,1,2,2,5,2,8,
2723,634.0245,44,1,6,2,2,3,9,
9467,1157.7182,19,1,4,2,4,2,6,
8912,619.559,80,2,3,3,1,3,7,
21653,537.5436,50,2,2,2,2,4,98,
7528,563.7217,36,1,4,2,2,1,11,
6477,563.7217,37,1,6,2,4,2,99,
16398,235.542,64,1,1,2,1,2,12,
8343,634.0245,43,1,3,2,4,2,9,
4554,437.7033,31,1,4,1,4,1,9,
2130,526.5918,30,2,2,2,1,2,10,
1664,875.4067,33,1,4,3,1,1,10,
17840,358.427,26,2,2,2,4,2,7,
11107,692.1331,37,2,4,3,2,2,8,
5455,284.0341,53,1,1,2,2,4,7,
1672,667.5228,21,2,3,2,5,3,3,
11846,875.4067,33,1,3,1,3,2,8,
12862,383.8612,62,2,2,2,5,2,3,
7094,426.4194,77,2,2,2,5,4,99,
349,382.552,56,2,2,2,2,3,7,
11297,496.3992,46,2,2,3,4,3,6,
19457,563.7217,36,1,6,2,2,3,7,
7389,390.649,64,2,2,1,3,4,10,
7040,367.475,71,1,2,1,3,9,8,
6009,383.8612,60,2,2,2,2,2,7,
15543,868.2887,19,1,3,2,5,3,1,
8199,190.3164,59,1,1,1,5,3,6,
13513,947.5745,44,2,4,1,2,2,10,
19616,667.622,45,1,5,2,4,3,9,
14462,389.3166,57,2,2,3,1,2,7,
11590,224.9,80,2,1,1,1,1,98,
15679,358.427,28,2,4,2,5,3,6,
3642,1052.8926,25,1,2,2,2,1,98,
846,922.1955,33,1,2,9,2,2,7,
9414,1498.3966,80,2,1,2,5,3,6,
5342,1291.4279,80,2,1,1,4,3,7,
17806,3445.6044,32,1,3,2,3,4,8,
2880,3694.1296,52,1,3,2,1,2,9,
1351,2260.1557,80,1,2,1,4,1,4,
18941,848.3193,69,1,1,2,5,4,98,
1200,943.4698,64,1,1,2,2,3,7,
6917,2020.4172,72,1,2,2,1,1,9,
719,2220.795,46,2,2,2,2,3,7,
11944,2765.9714,32,2,3,1,1,2,11,
21607,950.0045,71,2,1,2,3,3,9,
22024,3415.5653,49,2,4,3,3,4,10,
8204,2071.6388,72,2,2,2,2,3,98,
2366,2063.7075,28,2,1,2,2,1,7,
11692,1050.7524,60,2,1,3,1,2,98,
1082,1155.9513,80,2,1,3,4,4,3,
1965,2765.9714,34,2,3,2,8,2,7,
5734,2631.7353,76,2,2,2,2,4,6,
16313,3726.7748,43,2,5,2,3,2,1,
17809,939.3125,63,1,2,8,5,4,98,
8933,7984.5134,21,1,5,1,2,3,3,
16849,4554.0871,47,2,4,3,2,2,98,
18904,2779.4476,35,2,2,2,3,2,2,
12076,2107.5121,51,2,2,2,4,5,6,
15453,5177.5555,17,2,4,7,5,2,4,
14870,3465.792,73,1,3,2,5,2,7,
19636,1111.8881,43,2,1,3,1,2,11,
21282,2558.9038,16,1,2,7,5,1,1,
18654,4678.9054,48,1,3,2,1,3,98,
13204,4611.3592,29,2,2,1,1,1,10,
21828,3726.7748,43,2,3,1,2,1,10,
10629,917.7506,65,2,1,2,2,3,98,
4690,1206.8515,77,2,1,2,5,5,6,
5910,1838.332,56,2,2,2,4,1,5,
1201,3248.674,63,1,4,2,5,1,10,
9520,1919.8616,69,1,2,2,2,2,6,
7676,3734.9225,55,1,3,2,2,2,10,
5895,2520.7392,80,2,2,1,4,2,99,
2857,2358.7164,42,2,5,1,1,1,10,
12529,892.7513,74,1,1,2,4,2,7,
1298,1155.9513,80,2,1,1,5,3,5,
13803,1050.7524,60,2,1,3,2,2,8,
14840,1206.8515,79,2,1,2,3,3,5,
10399,3415.5653,49,2,3,2,4,2,9,
3673,7273.3935,21,2,4,2,3,2,3,
21740,5117.8077,17,1,4,7,5,1,2,
19654,1053.756,54,2,2,2,4,3,98,
3791,950.0045,73,2,1,2,5,1,6,
20738,2765.9714,33,2,4,3,2,3,99,
15506,2160.8914,52,2,2,4,2,4,5,
20873,1111.8881,42,2,1,4,3,4,4,
20929,1559.6351,45,1,3,3,4,3,5,
4934,3035.6476,35,1,3,1,2,1,12,
5917,1155.9513,80,2,1,4,2,2,5,
4204,4289.7585,39,2,5,2,2,2,11,
13445,3445.6044,32,1,4,2,2,2,10,
12609,2091.0929,60,1,2,2,2,2,10,
1634,950.0045,70,2,1,2,3,4,8,
20782,3854.0017,80,1,2,2,5,4,6,
14276,1242.2583,44,2,3,3,2,2,6,
1987,939.3125,62,1,2,2,3,2,7,
10910,4321.7827,54,2,4,2,1,3,1,
8640,917.7506,66,2,1,3,5,2,7,
5352,1429.9195,37,2,2,2,2,2,7,
13982,1050.7524,60,2,1,3,3,2,7,
21564,2107.5121,51,2,2,3,2,5,3,
14710,2195.5336,65,1,2,2,5,3,7,
15713,4790.708,21,1,3,1,1,1,3,
2799,943.4698,64,1,1,1,1,4,12,
1167,1206.8515,78,2,1,1,5,3,98,
2327,2071.6388,72,2,2,1,2,1,7,
9089,5719.678,39,2,6,2,1,2,1,
9142,950.0045,73,2,1,3,5,5,98,
13420,2715.0349,37,2,4,2,1,2,10,
19147,446.3757,72,1,1,3,2,2,5,
12773,7410.1818,32,1,4,2,2,2,8,
9606,2260.1557,80,1,2,2,4,5,10,
17927,3838.3558,18,1,3,2,5,2,3,
19061,917.7506,65,2,1,2,1,1,7,
2288,1919.8616,69,1,2,2,5,2,6,
2831,5631.2751,28,1,2,1,2,4,11,
6700,3883.1667,15,2,4,7,5,2,3,
11744,855.5317,56,2,1,1,1,2,12,
4643,2107.5121,51,2,2,1,4,2,98,
7865,4979.8966,56,1,5,2,1,3,12,
16491,3445.6044,32,1,3,2,2,3,10,
13054,1045.5999,78,1,1,2,5,4,5,
8118,2195.5336,66,1,2,3,4,4,3,
18109,3241.337,54,2,3,2,3,2,8,
5381,2260.1557,80,1,2,1,1,3,12,
20597,2558.9038,17,1,3,7,5,1,2,
10016,3241.337,51,2,3,2,3,4,10,
8950,4314.35,40,1,5,2,2,2,10,
9353,2091.0929,63,1,2,2,5,3,8,
2778,2107.5121,54,2,2,2,2,3,1,
7692,1321.9995,24,1,1,2,2,1,8,
12973,2366.3343,79,1,2,2,1,2,10,
13612,1072.8377,53,1,1,3,4,4,4,
20011,2001.304,66,2,2,3,2,1,4,
7218,2358.7164,42,2,3,2,1,2,8,
2090,2764.4007,43,1,2,2,3,2,5,
3015,1415.7963,34,2,2,2,1,1,7,
11456,855.5317,56,2,1,4,2,3,3,
2842,2071.6388,74,2,2,2,5,2,4,
14735,917.7506,68,2,1,3,3,4,98,
11441,673.0751,80,2,1,2,5,2,4,
11868,946.6879,53,2,2,2,3,3,9,
3707,1118.4771,59,1,2,1,2,3,10,
10446,673.0751,80,2,1,1,5,2,99,
1107,1022.8409,47,2,2,1,2,1,1,
11788,1068.1102,50,1,2,2,1,8,98,
21150,552.2254,44,1,1,2,3,1,4,
424,898.9796,65,2,2,2,4,2,98,
15582,970.6657,51,2,2,3,2,5,4,
12813,1079.905,59,1,2,2,4,3,7,
19917,968.9964,43,1,6,3,1,3,5,
15829,1547.7549,33,1,4,2,2,3,8,
7539,448.6055,80,1,1,2,3,3,98,
12901,1242.4658,33,2,5,1,2,2,6,
8783,939.3125,63,1,2,2,8,8,98,
19956,1242.4658,31,2,4,2,2,1,6,
15965,1201.5101,43,1,4,2,2,2,10,
2465,426.7391,73,2,1,1,2,1,8,
7266,1079.905,55,1,2,2,4,3,9,
11789,1284.6309,39,2,2,2,1,2,10,
21977,2298.9034,17,1,4,7,5,3,3,
7520,825.7731,55,2,2,3,5,4,1,
6507,1455.9986,54,2,3,4,4,4,99,
5581,1014.2033,60,2,2,2,5,5,98,
11267,1015.255,80,1,2,1,4,1,6,
8052,986.2269,65,1,2,3,5,2,7,
4011,401.0211,70,1,1,3,3,3,4,
19332,1219.5853,38,2,4,2,2,1,8,
1518,898.9796,67,2,2,1,1,2,98,
4474,2529.5514,25,1,3,2,4,1,5,
8960,2802.3332,46,1,5,3,2,1,11,
5151,2496.4731,30,1,3,2,3,3,6,
16175,574.9069,39,2,1,2,3,2,8,
17739,939.3125,63,1,2,4,3,5,3,
5107,1314.1288,47,1,3,2,4,1,8,
3270,997.5743,49,2,2,2,4,3,5,
6820,1162.871,15,2,4,7,5,3,2,
9164,907.5652,74,1,2,2,5,2,8,
4329,2325.742,19,2,4,2,3,2,1,
4689,381.0624,68,1,1,2,5,3,98,
3570,1534.2614,49,2,3,2,4,4,98,
19635,621.2329,34,2,5,2,2,3,7,
20312,1079.905,57,1,2,3,4,1,6,
9025,1270.0325,56,2,3,2,8,8,98,
20890,986.2269,68,1,2,2,4,2,5,
20577,1118.4771,56,1,4,2,2,2,2,
22310,946.6879,50,2,2,2,2,1,1,
7023,384.3022,59,2,1,2,4,3,8,
8559,481.9154,51,1,1,2,1,2,6,
3729,1116.0372,43,2,2,3,3,2,5,
8064,1674.0558,44,2,3,3,2,3,98,
3757,384.3022,58,2,1,3,1,2,11,
15908,1308.7317,34,2,2,2,3,4,7,
3867,1201.5101,41,1,4,2,4,2,7,
1304,440.5741,53,2,1,1,3,1,7,
285,493.1135,65,1,2,3,2,4,7,
192,1455.9986,54,2,3,3,2,3,6,
11157,946.6879,54,2,2,2,2,2,10,
2736,907.5652,70,1,2,2,5,2,98,
20996,1966.5254,26,2,4,3,2,4,5,
10752,519.2498,80,2,1,2,5,3,98,
3892,946.6879,52,2,2,2,5,2,1,
10254,1037.882,70,1,2,2,5,2,5,
2428,2325.742,15,2,4,7,5,2,2,
8861,898.9796,68,2,2,2,5,3,6,
13471,481.9154,51,1,1,9,3,1,7,
1218,898.9796,68,2,2,2,4,2,2,
1720,485.3329,50,2,2,2,1,2,11,
4119,1242.4658,31,2,3,2,9,1,7,
6067,1434.6475,23,1,2,3,5,2,98,
17532,825.7731,56,2,2,3,2,4,4,
17803,610.3837,48,1,1,9,4,4,4,
6221,1314.1288,48,1,4,3,4,3,9,
17788,1014.2033,61,2,2,3,2,5,2,
16424,519.2498,80,2,1,2,4,2,7,
9252,1303.119,76,2,2,2,5,4,6,
5855,898.9796,66,2,2,3,4,2,98,
20911,930.5738,72,2,2,3,2,4,6,
21463,519.2498,80,2,1,3,2,3,7,
14861,1363.6036,39,1,3,2,5,5,4,
14834,1693.3767,56,2,4,9,3,2,2,
15961,986.2269,66,1,2,1,1,3,7,
110,1674.0558,42,2,3,3,5,4,7,
20259,939.3125,64,1,2,2,4,3,6,
21007,668.9104,80,1,1,1,5,2,5,
2629,1556.8231,73,1,3,3,2,3,5,
8001,1363.6036,37,1,5,2,5,4,6,
5651,481.9154,54,1,1,4,4,3,4,
12818,862.3959,68,1,2,2,3,5,99,
13650,898.9796,67,2,2,1,5,4,4,
3469,970.6657,54,2,2,2,2,4,98,
12421,946.6879,50,2,2,9,9,4,1,
15753,574.9069,37,2,1,2,2,3,10,
17592,381.0624,69,1,1,3,5,2,5,
15849,2045.6819,45,2,4,3,4,3,7,
2668,946.6879,54,2,2,2,2,3,4,
10007,1270.0325,55,2,3,1,1,2,12,
16276,1132.3083,80,2,2,2,5,2,3,
7198,1270.0325,57,2,3,3,5,4,2,
19844,580.1054,80,2,1,1,4,1,99,
21397,1035.7042,28,2,3,3,4,2,5,
12950,1219.5853,35,2,3,2,2,2,6,
3269,939.3125,61,1,2,3,5,3,8,
2632,626.7251,35,1,1,4,3,4,7,
7828,3586.6188,21,1,6,8,3,3,9,
21938,542.114,79,2,1,2,2,3,8,
10003,1382.8264,51,1,5,2,1,1,12,
10200,519.2498,80,2,1,2,5,3,98,
3145,939.3125,61,1,2,2,5,1,8,
11387,2260.1557,80,1,2,2,5,1,98,
14224,990.9573,68,2,2,3,2,2,6,
18481,1495.0438,24,2,3,2,4,1,4,
21723,2260.1557,80,1,2,3,2,5,99,
7868,1363.6036,36,1,5,1,4,5,9,
7839,1079.905,59,1,2,2,1,1,10,
4963,846.6883,58,2,2,2,5,3,10,
4027,898.9796,68,2,2,3,5,2,4,
10206,1744.3065,18,2,5,9,2,3,99,
5792,939.3125,64,1,2,2,4,2,8,
17216,1106.2611,54,1,2,2,4,2,10,
11888,825.7731,56,2,2,2,4,1,1,
7391,519.2498,80,2,1,3,5,5,98,
13262,997.5743,48,2,2,2,4,1,8,
3042,1677.7157,58,1,3,2,4,1,9,
21199,1937.9927,42,1,4,2,3,3,11,
969,2564.4599,70,2,5,3,5,3,99,
258,440.5741,50,2,1,2,2,4,9,
18764,898.9796,69,2,2,2,5,4,99,
19261,1363.6036,36,1,4,2,2,3,10,
2654,574.9069,36,2,1,2,1,3,11,
13048,487.237,55,1,1,2,2,4,8,
16616,1149.4517,15,1,4,7,5,2,2,
15932,2352.3939,28,1,5,2,4,1,10,
13506,930.5738,71,2,2,2,4,1,7,
8523,1062.9501,76,1,2,2,2,3,8,
1153,1966.5254,27,2,4,2,1,2,3,
10535,1079.905,58,1,2,2,4,5,10,
18716,986.2269,65,1,2,2,5,3,8,
13504,756.9174,80,1,2,1,3,4,5,
8236,2101.7499,46,1,5,9,5,3,99,
16248,825.7731,58,2,2,3,5,1,5,
2361,610.3837,45,1,1,2,4,3,5,
15361,2013.1801,25,2,2,2,4,1,7,
1335,825.7731,57,2,2,2,3,3,10,
4541,1242.4658,34,2,4,3,5,5,1,
4284,2298.9034,16,1,4,7,5,3,2,
1350,469.6803,77,1,1,2,2,3,8,
10551,1724.1776,18,1,4,3,4,3,3,
3754,1014.2033,61,2,2,2,1,2,98,
1710,580.1054,80,2,1,9,5,4,4,
7590,542.114,76,2,1,1,1,3,12,
4318,448.6055,80,1,1,2,3,3,98,
13010,898.9796,66,2,2,4,5,4,99,
8471,471.9947,62,2,1,1,1,3,11,
19378,898.9796,67,2,2,2,2,2,8,
5047,946.6879,50,2,2,2,5,1,99,
21656,2298.9034,17,1,4,7,5,2,2,
5346,939.3125,62,1,2,2,4,1,6,
6161,1037.882,70,1,2,2,2,1,7,
10309,3488.613,17,2,6,7,5,2,2,
8840,2496.4731,33,1,6,3,2,3,6,
13275,519.2498,80,2,1,2,4,2,98,
1901,1937.9927,40,1,4,3,3,4,7,
11610,418.4435,38,2,2,3,3,3,3,
11008,607.2568,32,1,5,3,5,1,6,
15201,599.2181,74,1,2,2,5,2,98,
7633,634.6455,30,2,4,2,3,4,7,
17860,1203.4879,59,2,3,2,2,4,4,
15732,589.0246,48,2,3,2,2,3,2,
1212,476.618,52,2,2,2,5,2,5,
13624,598.5611,47,2,2,2,1,2,11,
21779,570.7885,25,2,2,2,3,2,7,
2618,334.3179,80,1,1,2,3,3,99,
12484,719.3973,54,1,4,3,2,2,7,
1488,1048.3665,38,1,4,2,5,2,11,
9949,634.6455,31,2,4,2,1,2,7,
19536,898.8435,23,2,4,2,2,2,3,
4616,267.6037,28,2,1,1,1,1,12,
4416,736.993,80,1,2,2,5,3,4,
21321,1198.9955,50,1,5,3,2,1,8,
1300,959.1964,54,1,4,3,5,3,7,
21749,317.3332,80,2,1,2,5,4,98,
16662,560.3584,29,2,3,2,1,2,7,
22021,264.0039,61,2,1,3,2,3,7,
19437,308.5746,37,1,1,1,4,1,12,
3818,593.7949,70,2,2,2,5,2,5,
13449,512.3211,55,1,2,1,5,2,98,
17146,1314.2093,26,1,4,2,3,3,6,
6470,476.618,51,2,2,2,2,3,98,
20541,386.8225,26,1,1,2,1,3,98,
19787,719.3973,53,1,3,1,1,2,10,
4836,659.4632,35,1,4,2,2,3,8,
15104,401.6375,35,2,4,2,3,3,2,
18928,486.0954,54,2,2,9,3,2,5,
6187,401.6375,38,2,3,2,8,8,98,
201,972.1909,53,2,4,2,3,3,8,
6698,476.618,54,2,2,2,2,3,7,
10058,236.5394,79,2,1,3,4,2,5,
1753,277.5375,70,2,1,3,5,4,6,
1843,512.3211,56,1,2,3,2,3,7,
16809,898.8435,24,2,2,2,3,2,4,
12305,634.6455,32,2,5,3,4,2,98,
20722,599.5295,69,2,3,2,1,2,9,
8121,401.6375,39,2,5,1,1,2,8,
7425,236.5394,75,2,1,3,5,5,98,
539,409.1133,39,2,2,2,2,5,10,
19764,554.8482,68,2,2,2,2,3,8,
13810,627.6653,35,2,6,3,3,2,5,
517,271.8199,71,1,1,9,5,9,99,
19609,259.334,66,2,1,3,2,4,98,
329,236.278,57,1,1,4,5,5,4,
7652,827.0671,62,2,2,8,5,8,1,
937,479.5982,51,1,2,2,5,3,98,
15766,548.6129,41,1,3,2,2,3,10,
10794,659.4632,38,1,3,1,1,2,12,
10740,1008.5178,18,1,4,2,5,1,1,
17797,815.3679,15,2,3,7,5,3,2,
19746,659.4632,35,1,4,2,1,2,10,
15801,729.1432,52,2,3,3,3,2,4,
13118,409.0578,24,1,1,2,4,1,7,
8140,1162.8597,43,1,5,3,3,5,10,
5323,541.6522,55,2,2,2,5,4,98,
13807,950.3354,20,1,2,1,3,2,2,
21530,872.1448,44,1,4,2,2,2,11,
12263,656.6136,65,1,2,2,1,3,7,
15291,729.1432,52,2,3,2,4,1,8,
21675,1167.6118,29,2,6,3,2,2,6,
7909,798.0678,40,2,3,4,5,2,5,
14373,466.3554,50,1,2,3,1,4,11,
3961,656.6136,65,1,2,2,5,4,3,
16017,507.8129,80,2,2,2,9,8,98,
1103,476.618,54,2,2,2,1,2,10,
20232,455.7447,54,1,3,1,1,2,9,
14036,756.3883,15,1,4,7,5,3,1,
3046,598.5611,47,2,2,2,4,3,6,
17172,209.2218,35,2,2,3,2,3,5,
4944,237.3499,80,2,1,2,5,4,99,
21550,915.695,46,2,4,1,2,2,11,
7894,1995.1695,42,2,5,1,3,2,7,
15382,225.3565,54,2,1,2,2,2,9,
6057,554.8482,68,2,2,1,5,2,7,
7330,1425.5031,21,1,3,1,1,2,4,
19637,815.3679,17,2,3,7,5,3,1,
7861,1425.5031,22,1,3,2,2,2,6,
20137,1087.1572,17,2,4,7,5,3,1,
17965,899.2943,68,2,3,2,5,3,3,
14096,237.3499,80,2,1,2,4,3,98,
4519,158.6666,80,2,1,2,3,4,8,
2252,215.079,52,1,1,2,4,3,11,
15956,264.0039,62,2,1,2,5,4,6,
8847,512.3211,56,1,2,2,2,3,98,
5648,455.7447,50,1,5,2,5,4,6,
7355,497.2121,76,1,2,2,4,3,6,
1087,303.0801,32,2,1,3,4,3,6,
14641,277.5375,70,2,1,2,5,4,98,
21325,569.4582,63,2,2,3,5,5,1,
12154,476.618,52,2,2,1,2,3,10,
20326,264.0039,61,2,1,2,1,4,8,
6137,826.6887,25,1,3,2,5,3,7,
13961,593.7949,74,2,2,2,4,2,99,
12883,627.6653,38,2,5,3,2,3,7,
17114,766.0149,43,2,4,2,1,2,10,
11967,342.1679,45,1,1,3,4,4,10,
342,872.6546,66,1,2,1,3,1,98,
3326,719.3973,50,1,3,2,2,3,9,
8796,860.5986,22,1,3,1,3,2,10,
15967,462.9571,80,1,2,1,5,2,5,
6311,876.1396,25,1,2,1,4,2,10,
14881,476.618,50,2,2,1,2,1,9,
3780,504.2589,18,1,4,2,5,3,98,
3854,741.9219,49,1,2,2,5,2,11,
7781,729.1432,53,2,3,2,2,2,9,
5427,812.4783,55,2,4,3,2,3,12,
8242,291.9029,26,2,2,2,3,3,5,
20570,554.8482,68,2,2,1,4,2,4,
12848,531.0916,59,2,2,2,4,3,2,
3953,317.3332,80,2,1,2,2,3,98,
17368,607.2568,34,1,3,2,3,4,8,
17154,225.3565,54,2,1,2,2,3,11,
7380,504.2589,17,1,2,7,5,1,2,
4427,401.6375,38,2,3,2,4,3,8,
8177,838.2416,22,2,5,2,4,2,1,
19049,627.6653,39,2,4,1,3,1,98,
16676,583.8059,26,2,2,2,2,2,4,
11895,291.9029,27,2,5,4,5,4,4,
8939,569.4582,63,2,2,1,5,2,4,
11288,812.4783,55,2,3,3,5,5,3,
20516,656.6136,66,1,2,2,5,2,98,
5604,2001.302,48,1,4,2,5,3,9,
10588,1749.641,16,2,6,7,5,1,1,
832,1243.3893,15,1,3,7,5,1,2,
13413,769.7624,53,2,2,3,5,5,2,
20523,514.0025,37,2,2,1,2,1,10,
19117,1160.3544,74,1,4,2,5,3,6,
6769,907.923,40,1,5,2,3,2,9,
10945,549.6892,60,2,2,2,1,1,11,
2765,642.2781,75,1,2,1,3,1,10,
20034,384.6998,34,2,3,2,2,3,7,
14808,1356.9266,44,2,5,2,2,3,5,
3677,337.2962,62,1,1,2,4,2,12,
18080,620.0323,69,2,2,2,5,3,4,
21917,366.2785,50,2,1,2,5,1,3,
12130,585.7009,55,1,2,2,5,3,7,
6768,1458.0342,18,2,5,2,5,3,1,
3599,583.2137,19,2,2,2,3,2,3,
11354,292.0207,68,2,1,3,5,3,4,
17331,654.1295,40,2,5,9,2,3,5,
3695,406.7368,51,1,1,3,5,5,3,
2084,322.0568,80,2,1,8,5,2,98,
739,807.2495,35,1,4,2,2,2,10,
14776,338.243,46,2,1,3,2,3,8,
14933,1175.061,52,2,3,1,2,2,12,
1813,883.0205,80,1,2,1,5,3,9,
18440,2056.0099,38,2,4,3,4,2,6,
8116,754.0794,32,2,2,2,9,4,2,
10054,526.2241,74,1,2,2,5,4,4,
20832,1356.9266,43,2,6,2,2,2,5,
2528,427.9352,42,1,1,3,2,2,8,
2006,291.8965,73,2,1,3,5,3,5,
3828,380.4844,37,1,1,3,3,3,7,
3110,620.0323,68,2,2,2,5,5,5,
16677,956.0346,46,1,4,2,3,1,12,
8246,664.197,73,2,2,2,4,2,7,
17961,551.9084,80,2,2,2,1,9,98,
1346,724.8833,62,1,2,2,4,3,8,
16483,282.8618,80,2,1,1,2,3,8,
18241,384.8812,54,2,2,2,1,3,12,
13809,287.5936,77,2,1,2,4,3,99,
6996,547.8144,59,2,2,2,3,1,98,
2735,718.3952,67,1,2,2,5,2,4,
1393,287.5936,76,2,1,9,1,1,6,
16281,718.3952,65,1,2,2,1,4,98,
19904,991.1345,35,2,3,2,1,2,10,
1403,651.5887,68,1,2,2,5,2,7,
17039,741.8042,30,2,4,1,2,3,9,
22005,1201.1344,58,1,4,2,1,2,12,
11530,1006.0945,29,2,2,2,2,2,9,
2217,874.1182,52,1,2,2,2,2,8,
6255,710.8436,49,2,2,2,2,2,9,
2597,292.0207,68,2,1,2,3,2,6,
10767,404.8553,80,1,1,2,4,3,8,
3973,547.8144,57,2,2,2,3,2,98,
10202,526.2241,71,1,2,2,5,3,6,
8331,856.3412,51,1,3,2,5,3,7,
10577,259.9359,80,2,1,2,5,3,98,
18397,585.7009,59,1,2,1,2,2,99,
8997,718.3952,65,1,2,1,5,2,8,
1857,807.2495,38,1,5,2,4,3,7,
14158,1243.3893,16,1,3,7,5,3,1,
10510,619.7685,70,2,2,1,3,2,99,
15386,573.7894,58,1,6,1,4,1,8,
6744,1017.1914,22,2,5,2,5,2,2,
1102,758.8562,50,2,3,2,3,2,12,
11616,274.8446,62,2,2,2,4,3,99,
14528,883.0205,80,1,2,1,5,4,98,
11961,1007.5355,39,2,2,3,5,4,5,
5720,1166.4273,19,2,4,1,3,3,4,
2818,551.9084,80,2,2,3,5,3,6,
20311,547.8144,57,2,2,1,1,2,12,
13126,826.4419,39,1,2,2,2,4,7,
2310,741.8042,32,2,4,2,2,4,1,
2595,590.8563,30,1,1,2,2,3,98,
5125,404.8553,80,1,1,2,4,2,12,
14825,620.0323,66,2,2,3,5,3,98,
22118,585.7009,58,1,2,2,4,1,9,
16585,700.7722,46,2,4,2,2,2,8,
8435,261.5604,63,2,1,2,3,3,3,
4220,559.4093,64,2,2,2,2,4,6,
16481,883.0205,80,1,2,2,2,2,5,
20380,322.0568,80,2,1,9,5,5,99,
15974,975.8812,49,1,2,3,1,3,7,
21458,754.0794,30,2,2,2,2,3,7,
18100,754.0794,30,2,2,2,1,2,11,
6824,1792.6102,50,1,4,2,2,3,10,
16308,1912.8994,42,1,5,3,4,4,2,
21059,2174.8105,21,1,3,3,3,3,5,
8147,291.8965,73,2,1,2,5,3,98,
18146,259.9359,80,2,1,2,5,2,6,
4564,874.8205,18,2,3,1,4,4,1,
602,883.0205,80,1,2,2,2,2,7,
15114,874.8205,15,2,3,7,5,4,1,
163,1525.7871,24,2,4,3,4,2,6,
21136,989.717,27,2,5,2,4,3,3,
564,294.4776,77,1,1,1,5,5,3,
11557,526.2241,74,1,2,3,5,4,4,
1198,259.9359,80,2,1,3,5,3,5,
15121,1253.5823,32,1,4,2,1,4,10,
13007,874.8205,16,2,3,7,5,1,2,
20073,651.5887,68,1,2,2,5,4,7,
9246,1154.0993,34,2,4,2,4,2,4,
7354,900.8508,59,1,5,3,5,3,7,
4937,620.0323,65,2,2,1,3,2,6,
6817,642.2781,76,1,2,2,1,3,98,
19474,585.7009,59,1,2,1,4,2,11,
17617,1283.3864,30,1,2,2,2,3,11,
12527,743.2823,63,1,2,2,1,1,10,
20071,836.252,55,2,3,1,2,2,8,
7227,807.2495,35,1,6,3,4,2,8,
14932,585.7009,55,1,2,2,2,3,8,
12977,807.2495,36,1,4,2,5,2,6,
14561,259.9359,80,2,1,2,3,3,7,
21878,620.0323,69,2,2,1,4,2,3,
21738,724.8833,61,1,2,1,5,3,10,
10464,287.5936,76,2,1,3,2,4,4,
8818,642.2781,75,1,2,3,2,4,98,
4097,282.8618,80,2,1,2,5,3,99,
21203,454.0883,48,1,1,2,4,2,7,
8999,2991.4148,24,1,3,1,3,3,4,
10808,1761.274,22,1,3,1,4,3,6,
20316,2728.865,30,2,3,2,5,1,98,
2484,4319.1387,25,2,3,2,1,3,8,
2201,1727.1284,33,2,4,1,1,1,12,
6830,1726.1476,44,1,2,2,2,2,12,
19468,1695.3226,37,2,4,3,1,3,1,
15614,1643.3086,75,2,2,1,3,5,6,
2297,1147.8916,57,2,2,1,1,2,98,
10626,1551.3823,43,2,2,2,1,3,7,
20146,529.7077,68,1,1,1,1,3,10,
7343,1364.4325,33,2,3,3,3,3,6,
3683,3075.5855,53,1,4,2,1,2,98,
20224,753.5824,79,2,1,2,2,4,5,
6053,2056.4033,67,1,3,2,2,1,9,
11802,721.7993,80,2,1,1,3,3,99,
20133,721.7993,80,2,1,1,5,3,98,
5568,557.4519,71,1,1,1,1,2,10,
10909,1484.76,52,1,2,1,2,1,12,
12597,1409.8249,64,2,2,2,1,3,6,
20694,593.202,70,2,1,3,2,5,6,
1280,589.1216,61,1,1,1,4,3,12,
15496,1249.6546,68,2,2,1,5,3,1,
4336,1305.7206,63,1,2,1,1,5,9,
1924,753.5824,77,2,1,2,2,2,98,
21034,1176.9655,55,2,2,3,2,4,98,
16484,4541.6537,22,2,5,2,1,2,5,
949,1695.3226,37,2,5,2,2,1,2,
2061,1472.8301,41,2,4,2,2,3,3,
15900,1147.8916,57,2,2,2,2,3,10,
13388,557.4519,74,1,1,2,2,2,10,
3954,1198.8003,68,1,2,2,5,3,7,
15761,2023.9563,54,2,3,2,4,2,12,
15806,656.111,60,2,1,1,1,3,10,
21377,1445.5331,62,2,2,2,1,3,4,
