,RECID,WGHT_PER,AGEC,SEX,HSDSIZEC,FR_Q140,EDU5,SRH_Q110,INCMC,hsd_dif_sqr
15692,639,466.749,65,2,2,2,4,2,99,0.24395277464764714
15693,311,765.7230000000001,23,2,3,2,2,1,2,0.25612126138711716
15694,15959,466.749,66,2,2,2,5,4,3,0.24395277464764714
15695,14883,195.675,80,2,1,2,5,3,5,2.231784287908177
15696,20574,558.4166,31,2,4,3,2,3,4,2.268289748126587
15697,9066,629.5152,56,2,3,3,4,1,1,0.25612126138711716
15698,17750,275.7277,50,2,1,3,4,3,6,2.231784287908177
15699,14705,212.9332,80,2,1,3,5,1,6,2.231784287908177
15700,180,440.9049,59,1,2,2,3,2,7,0.24395277464764714
15701,22171,212.9332,80,2,1,2,1,2,7,2.231784287908177
15702,14854,1439.9956,41,1,6,2,2,2,12,12.292626721605528
15703,14875,607.6826,37,1,6,2,2,3,11,12.292626721605528
15704,5119,745.0408,28,2,5,1,4,3,10,6.280458234866058
15705,10142,196.8979,60,2,1,3,5,2,6,2.231784287908177
15706,13701,386.9316,36,2,3,3,2,3,7,0.25612126138711716
15707,10367,1148.5845,23,2,3,2,5,3,6,0.25612126138711716
15708,18443,1160.7949,37,2,3,1,4,3,4,0.25612126138711716
15709,12482,254.6231,49,2,1,2,1,2,9,2.231784287908177
15710,8710,658.0202,52,1,2,2,2,5,6,0.24395277464764714
15711,10375,212.9332,80,2,1,1,5,2,4,2.231784287908177
15712,13558,444.7858,34,1,1,2,2,2,10,2.231784287908177
15713,3658,421.1131,61,2,2,1,5,4,99,0.24395277464764714
15714,22168,466.749,68,2,2,2,2,5,6,0.24395277464764714
15715,17905,772.7565,27,2,2,2,2,2,7,0.24395277464764714
15716,624,363.3897,80,2,3,1,5,4,3,0.25612126138711716
15717,2258,224.8908,66,1,1,2,5,3,3,2.231784287908177
15718,13045,540.7947,66,1,2,2,5,1,12,0.24395277464764714
15719,10982,440.9049,56,1,2,2,3,1,98,0.24395277464764714
15720,21339,765.7230000000001,20,2,2,2,3,2,4,0.24395277464764714
15721,17697,658.0202,53,1,2,2,4,2,10,0.24395277464764714
15722,15957,492.4167,42,2,4,3,1,2,4,2.268289748126587
15723,8133,658.0202,52,1,2,1,5,1,9,0.24395277464764714
15724,10387,579.4630000000001,50,2,2,2,2,3,8,0.24395277464764714
15725,22294,607.6826,35,1,4,3,4,2,8,2.268289748126587
15726,15184,567.6571,32,2,2,2,1,2,7,0.24395277464764714
15727,14871,943.6737,33,1,4,3,4,1,10,2.268289748126587
15728,11688,1077.4148,29,1,3,2,1,2,11,0.25612126138711716
15729,12693,658.0202,53,1,2,1,4,2,7,0.24395277464764714
15730,15329,439.0326,15,2,4,7,5,4,1,2.268289748126587
15731,15093,459.673,75,2,2,2,5,4,98,0.24395277464764714
15732,17976,242.4384,80,2,1,2,5,4,6,2.231784287908177
15733,7105,483.4952,79,1,2,2,5,1,98,0.24395277464764714
15734,8779,412.3846,57,2,2,2,4,2,6,0.24395277464764714
15735,11923,421.1131,61,2,2,3,4,3,5,0.24395277464764714
15736,21992,440.9049,59,1,2,1,5,1,12,0.24395277464764714
15737,2594,466.5504,73,2,2,2,5,3,98,0.24395277464764714
15738,11812,2455.7362,20,1,3,2,5,4,8,0.25612126138711716
15739,18808,492.4167,41,2,4,2,1,2,99,2.268289748126587
15740,17278,811.1921,68,1,3,2,5,3,7,0.25612126138711716
15741,19063,960.2431,35,1,3,2,5,3,8,0.25612126138711716
15742,18137,658.5488,19,2,3,2,3,1,3,0.25612126138711716
15743,7673,466.5504,72,2,2,2,3,3,98,0.24395277464764714
15744,1625,196.2263,55,2,1,2,2,3,10,2.231784287908177
15745,15310,719.6853,45,1,4,2,1,3,10,2.268289748126587
15746,6016,483.4952,76,1,2,2,5,5,6,0.24395277464764714
15747,12314,440.9049,56,1,2,1,3,2,12,0.24395277464764714
15748,757,216.4952,78,2,1,2,5,2,5,2.231784287908177
15749,86,216.4952,78,2,1,4,2,5,2,2.231784287908177
15750,16143,766.1021,44,2,3,2,4,3,8,0.25612126138711716
15751,10643,816.8585,46,2,3,1,2,2,8,0.25612126138711716
15752,3614,275.7277,53,2,1,1,1,1,10,2.231784287908177
15753,7357,436.7467,72,1,2,2,2,3,7,0.24395277464764714
15754,21691,219.8278,66,2,1,2,5,2,12,2.231784287908177
15755,9021,545.6788,62,1,2,2,2,4,12,0.24395277464764714
15756,2144,413.7959,60,2,2,2,2,1,1,0.24395277464764714
15757,20796,540.7947,65,1,2,4,4,4,7,0.24395277464764714
15758,4391,497.0556,31,1,3,2,4,2,2,0.25612126138711716
15759,5631,664.7216,80,1,2,1,4,2,3,0.24395277464764714
15760,5184,466.5504,72,2,2,2,2,3,5,0.24395277464764714
15761,8068,878.0651,15,2,6,7,5,2,1,12.292626721605528
15762,3435,440.9049,59,1,2,2,2,2,10,0.24395277464764714
15763,6723,196.8979,62,2,1,3,5,4,2,2.231784287908177
15764,2240,943.6737,34,1,4,2,4,1,11,2.268289748126587
15765,9784,242.4384,80,2,1,2,5,3,4,2.231784287908177
15766,2971,745.0408,28,2,3,2,2,3,6,0.25612126138711716
15767,3433,658.5488,17,2,3,7,5,2,2,0.25612126138711716
15768,1295,431.9382,56,1,3,2,5,1,2,0.25612126138711716
15769,7441,2447.3361,34,1,5,2,1,2,9,6.280458234866058
15770,16869,607.6651,56,2,1,3,4,3,6,2.231784287908177
15771,11378,3874.5972,24,2,3,1,1,2,98,0.25612126138711716
15772,18950,1421.4817,68,2,2,2,2,4,98,0.24395277464764714
15773,11481,696.6432,52,2,1,2,1,1,8,2.231784287908177
15774,22226,7999.5388,29,1,4,2,1,3,7,2.268289748126587
15775,16325,1064.2777,80,2,1,2,8,8,98,2.231784287908177
15776,22324,1466.5406,50,2,4,2,3,1,10,2.268289748126587
15777,132,3076.6145,61,1,4,2,1,2,7,2.268289748126587
15778,20148,857.1997,75,2,1,1,4,4,98,2.231784287908177
15779,9290,1057.6924,80,1,1,2,3,3,10,2.231784287908177
15780,11902,3183.2744,29,2,2,2,2,3,8,0.24395277464764714
15781,20904,857.1997,75,2,1,2,5,3,98,2.231784287908177
15782,12262,696.6432,54,2,1,4,4,3,3,2.231784287908177
15783,3494,6457.661999999999,23,2,5,9,5,4,2,6.280458234866058
15784,14389,1279.2281,55,2,3,3,1,4,5,0.25612126138711716
15785,6233,1421.4817,66,2,2,2,5,1,2,0.24395277464764714
15786,11408,2758.1269,15,2,4,7,5,2,1,2.268289748126587
15787,17964,746.3261,60,2,1,2,1,2,11,2.231784287908177
15788,21598,2077.9227,47,1,3,3,2,4,98,0.25612126138711716
15789,18060,2302.2496,50,2,3,2,2,3,98,0.25612126138711716
15790,15625,2156.153,36,1,4,2,1,1,10,2.268289748126587
15791,5456,2156.153,38,1,4,2,1,2,12,2.268289748126587
15792,2397,2302.2496,50,2,4,3,1,3,11,2.268289748126587
15793,20147,2139.1422,46,1,2,3,3,3,8,0.24395277464764714
15794,22360,1603.6754,63,2,2,2,1,1,7,0.24395277464764714
15795,217,1603.6754,61,2,2,2,2,1,10,0.24395277464764714
15796,18682,674.7671,72,2,1,3,2,1,5,2.231784287908177
15797,17404,2077.9227,48,1,4,2,4,3,7,2.268289748126587
15798,131,1485.2567,62,1,2,2,1,3,98,0.24395277464764714
15799,12474,1421.4817,66,2,2,2,1,4,98,0.24395277464764714
15800,9919,3677.5025,15,2,4,7,5,1,1,2.268289748126587
15801,18138,1974.1798,39,2,2,1,1,1,11,0.24395277464764714
15802,2567,1644.2935,64,2,2,2,2,2,3,0.24395277464764714
15803,7419,1640.5794,53,1,3,1,1,3,12,0.25612126138711716
15804,16976,965.1489999999999,47,1,1,1,1,1,8,2.231784287908177
15805,19169,1707.5639999999999,57,1,2,3,1,1,11,0.24395277464764714
15806,4979,3498.4774,50,1,4,2,2,2,12,2.268289748126587
15807,2753,965.1489999999999,45,1,1,2,1,3,12,2.231784287908177
15808,21821,2077.9227,47,1,4,1,1,1,11,2.268289748126587
15809,4029,1421.4817,68,2,2,2,1,2,10,0.24395277464764714
15810,17376,1363.635,69,1,2,2,1,1,98,0.24395277464764714
15811,17980,3064.3868,42,1,3,2,4,1,98,0.25612126138711716
15812,3983,1680.7546,77,1,2,1,1,3,8,0.24395277464764714
15813,17478,3323.3224,47,1,4,3,2,2,12,2.268289748126587
15814,3687,5796.3291,38,1,5,3,2,2,4,6.280458234866058
15815,9125,4646.6357,34,1,5,2,3,3,7,6.280458234866058
15816,6047,1152.7463,58,2,2,2,5,2,9,0.24395277464764714
15817,4503,2933.9589,49,1,4,3,1,3,1,2.268289748126587
15818,7110,713.9226,45,2,2,2,2,2,1,0.24395277464764714
15819,7340,802.5471,35,2,1,2,1,2,11,2.231784287908177
15820,6971,1702.4924,36,2,3,3,1,2,8,0.25612126138711716
15821,9471,802.5471,36,2,1,1,1,3,10,2.231784287908177
15822,5892,1903.5361,35,1,4,2,1,2,98,2.268289748126587
15823,14072,2810.3191,26,2,2,3,3,1,98,0.24395277464764714
15824,19428,896.6467,39,2,2,3,2,5,9,0.24395277464764714
15825,15142,591.6131,61,1,1,3,1,3,6,2.231784287908177
15826,12166,1427.8451,48,2,2,1,1,2,98,0.24395277464764714
15827,18728,1427.8451,47,2,2,2,3,3,8,0.24395277464764714
15828,22353,933.7722,80,1,1,2,3,1,10,2.231784287908177
15829,7459,1702.4924,39,2,5,3,2,2,1,6.280458234866058
15830,16694,2160.604,30,1,3,9,5,1,7,0.25612126138711716
15831,11917,2406.8831,15,1,3,7,5,3,1,0.25612126138711716
15832,3553,913.4686,33,2,2,2,2,1,4,0.24395277464764714
15833,3544,1775.5812,34,2,2,2,4,2,8,0.24395277464764714
15834,2941,1702.4924,39,2,4,2,1,2,10,2.268289748126587
15835,15379,913.4686,31,2,3,2,1,1,98,0.25612126138711716
15836,4759,3393.8558,29,1,2,3,2,1,98,0.24395277464764714
15837,7663,2032.5159,50,2,4,2,2,1,12,2.268289748126587
15838,7508,1748.2262,43,2,4,4,5,4,6,2.268289748126587
15839,2755,531.9479,69,1,1,2,2,3,8,2.231784287908177
15840,8702,6841.2918,23,2,6,9,3,3,2,12.292626721605528
15841,18152,2141.7677,47,2,4,2,1,1,12,2.268289748126587
15842,16734,1321.5386,52,2,2,2,1,1,7,0.24395277464764714
15843,20848,1677.2602,40,1,4,2,2,4,4,2.268289748126587
15844,3428,1491.0393,50,1,2,2,5,3,9,0.24395277464764714
15845,18600,1677.2602,40,1,3,2,2,2,12,0.25612126138711716
15846,15484,886.4574,56,2,3,3,2,3,7,0.25612126138711716
15847,3355,1775.5812,30,2,2,2,1,2,10,0.24395277464764714
15848,9688,2855.6903,45,2,4,9,3,3,4,2.268289748126587
15849,20808,1376.7334,67,1,2,2,2,3,6,0.24395277464764714
15850,13460,531.9479,69,1,1,4,1,3,7,2.231784287908177
15851,14394,4646.6357,34,1,4,2,1,4,10,2.268289748126587
15852,8321,5070.9467,74,1,6,2,4,3,4,12.292626721605528
15853,3661,1427.8451,46,2,2,2,1,1,12,0.24395277464764714
15854,21535,3420.6459,21,2,3,2,1,2,4,0.25612126138711716
15855,14356,1734.4327,33,2,4,3,4,3,5,2.268289748126587
15856,21777,4560.8612,22,2,6,2,2,2,2,12.292626721605528
15857,9944,1383.3368,68,2,2,2,5,2,98,0.24395277464764714
15858,4924,2141.7677,45,2,3,2,2,2,8,0.25612126138711716
15859,11476,3894.8584,40,2,6,2,4,2,2,12.292626721605528
15860,2666,1702.4924,35,2,4,2,1,2,10,2.268289748126587
15861,20264,2037.1167,60,1,3,2,1,1,8,0.25612126138711716
15862,15539,896.6467,39,2,2,3,2,3,7,0.24395277464764714
15863,18322,1733.4478,42,1,2,3,2,3,3,0.24395277464764714
15864,7412,2160.604,34,1,3,2,1,3,98,0.25612126138711716
15865,13671,3246.643,18,2,4,1,8,8,98,2.268289748126587
15866,2956,2933.9589,48,1,4,3,2,3,10,2.268289748126587
15867,8031,4065.0319,50,2,6,2,1,2,8,12.292626721605528
15868,7930,4813.7662,17,1,6,7,5,1,1,12.292626721605528
15869,16336,575.4856,66,2,1,2,1,2,8,2.231784287908177
15870,17916,1311.2427,60,1,2,2,5,5,98,0.24395277464764714
15871,11968,724.8519,80,2,1,2,5,5,4,2.231784287908177
15872,21988,1677.2602,44,1,5,3,1,3,7,6.280458234866058
15873,8865,615.0239,53,2,1,1,2,2,12,2.231784287908177
15874,18429,1903.5361,39,1,4,2,3,3,12,2.268289748126587
15875,17937,1383.3368,68,2,2,2,1,3,11,0.24395277464764714
15876,8043,3004.066,20,1,3,2,3,4,2,0.25612126138711716
15877,1788,1677.2602,40,1,4,2,1,3,11,2.268289748126587
15878,11260,4560.8612,22,2,5,1,3,1,1,6.280458234866058
15879,2313,1392.5739,46,2,2,2,4,4,11,0.24395277464764714
15880,7622,1903.5361,39,1,3,3,2,2,11,0.25612126138711716
15881,22248,1903.5361,38,1,4,2,5,1,11,2.268289748126587
15882,8715,2037.1167,61,1,3,3,2,3,7,0.25612126138711716
15883,16511,4355.9490000000005,80,2,5,2,4,2,8,6.280458234866058
15884,4763,1702.4924,35,2,3,2,4,1,10,0.25612126138711716
15885,9466,7062.3056,26,1,4,1,1,1,7,2.268289748126587
15886,21345,2316.4445,52,1,3,2,2,3,11,0.25612126138711716
15887,16944,595.7107,72,2,1,3,5,1,7,2.231784287908177
15888,491,591.6131,64,1,1,2,5,2,7,2.231784287908177
15889,21392,1604.5887,17,1,2,7,5,3,1,0.24395277464764714
15890,14678,852.0712,45,1,1,1,1,3,98,2.231784287908177
15891,1288,1266.9247,73,1,2,1,1,4,10,0.24395277464764714
15892,16965,1417.2554,80,1,2,3,4,1,7,0.24395277464764714
15893,14038,2316.4445,50,1,3,3,3,2,9,0.25612126138711716
15894,13821,559.8095,71,1,1,2,3,3,98,2.231784287908177
15895,10021,1483.8359,79,1,2,2,1,3,9,0.24395277464764714
15896,20391,2113.2529999999997,80,1,2,2,1,5,98,0.24395277464764714
15897,11109,7062.3056,29,1,6,2,1,3,9,12.292626721605528
15898,9249,1023.4452,39,1,4,3,1,1,11,2.268289748126587
15899,21265,1479.059,42,2,4,1,1,1,4,2.268289748126587
15900,12731,3387.5266,51,2,5,3,1,3,98,6.280458234866058
15901,2613,1266.9247,71,1,2,2,2,3,10,0.24395277464764714
15902,2544,2065.1002,67,1,3,3,3,2,7,0.25612126138711716
15903,16866,2075.0052,67,2,3,3,5,1,9,0.25612126138711716
15904,13113,1702.4924,36,2,4,2,1,3,11,2.268289748126587
15905,17837,1479.059,40,2,5,3,2,3,3,6.280458234866058
15906,6377,3911.9453,49,1,6,1,1,2,98,12.292626721605528
15907,11593,2434.9822,18,2,3,1,3,2,1,0.25612126138711716
15908,9894,2141.7677,45,2,4,2,4,1,10,2.268289748126587
15909,18167,1903.5361,35,1,5,3,1,4,11,6.280458234866058
15910,21933,1448.8419,70,1,2,4,1,2,4,0.24395277464764714
15911,13777,1415.7873,60,2,2,3,4,4,98,0.24395277464764714
15912,11705,2855.6903,48,2,4,2,1,2,6,2.268289748126587
15913,9283,680.1634,58,1,1,1,2,1,12,2.231784287908177
15914,13727,1793.2934,39,2,5,3,2,2,9,6.280458234866058
15915,2637,2316.4445,52,1,3,1,2,2,12,0.25612126138711716
15916,12546,2740.4058,31,2,3,2,2,3,6,0.25612126138711716
15917,16590,4560.8612,21,2,4,2,3,1,7,2.268289748126587
15918,9008,1702.4924,37,2,3,2,2,1,1,0.25612126138711716
15919,18537,1561.3494,56,1,2,1,2,1,11,0.24395277464764714
15920,4145,1311.2427,62,1,2,2,2,2,12,0.24395277464764714
15921,16103,1417.2554,80,1,2,1,1,2,98,0.24395277464764714
15922,17861,3115.8867,40,2,6,2,2,3,98,12.292626721605528
15923,19714,4889.9316,47,1,5,1,5,1,11,6.280458234866058
15924,10180,2728.6531,75,2,3,9,9,9,99,0.25612126138711716
15925,4463,1834.4714,48,1,3,2,2,2,11,0.25612126138711716
15926,10580,1903.5361,39,1,3,4,1,1,11,0.25612126138711716
15927,16993,1311.2427,60,1,2,1,5,4,6,0.24395277464764714
15928,10098,2232.9835,33,1,2,2,1,3,98,0.24395277464764714
15929,10487,2933.9589,48,1,3,3,2,3,10,0.25612126138711716
15930,6465,4058.3037,16,2,6,7,5,3,1,12.292626721605528
15931,20842,871.1898,80,2,2,2,5,4,6,0.24395277464764714
15932,21803,4337.4051,29,2,3,2,1,4,10,0.25612126138711716
15933,19905,575.4856,65,2,1,2,2,4,6,2.231784287908177
15934,9796,536.4705,58,2,1,3,4,2,5,2.231784287908177
15935,20009,2032.5159,52,2,3,9,2,1,5,0.25612126138711716
15936,13233,3070.3356,37,1,6,2,1,3,10,12.292626721605528
15937,15558,1734.4327,34,2,3,3,1,3,1,0.25612126138711716
15938,3853,2141.7677,47,2,3,3,1,3,11,0.25612126138711716
15939,2694,4005.4213,20,1,4,2,3,3,1,2.268289748126587
15940,21157,939.586,80,2,1,3,2,3,5,2.231784287908177
15941,3288,1266.9247,74,1,2,2,2,3,9,0.24395277464764714
15942,4490,1826.9372,31,2,2,1,1,2,12,0.24395277464764714
15943,2659,591.6131,64,1,1,3,1,3,7,2.231784287908177
15944,17947,1152.7463,56,2,2,3,2,1,8,0.24395277464764714
15945,8315,1742.8831,35,2,2,2,3,2,9,0.24395277464764714
15946,6167,2336.915,43,2,4,3,2,3,10,2.268289748126587
15947,22412,1479.059,41,2,4,2,1,2,4,2.268289748126587
15948,11307,2160.604,34,1,6,1,1,1,12,12.292626721605528
15949,15877,5296.7292,28,1,3,2,3,3,98,0.25612126138711716
15950,17458,2316.4445,50,1,3,1,2,3,11,0.25612126138711716
15951,2800,1479.059,41,2,4,9,2,3,1,2.268289748126587
15952,16048,1772.9147,57,2,3,3,5,3,6,0.25612126138711716
15953,1990,2545.3488,76,1,6,3,1,4,4,12.292626721605528
15954,11266,1483.8359,76,1,2,2,5,3,98,0.24395277464764714
15955,20689,5006.7767,21,1,6,2,4,2,3,12.292626721605528
15956,16621,3004.066,24,1,3,2,1,1,8,0.25612126138711716
15957,5026,1491.0393,53,1,2,3,3,1,6,0.24395277464764714
15958,9890,1152.7463,59,2,2,2,2,2,98,0.24395277464764714
15959,11174,1479.059,41,2,4,2,2,2,98,2.268289748126587
15960,10671,3070.3356,37,1,6,2,2,2,11,12.292626721605528
15961,9427,4646.6357,30,1,4,3,3,4,4,2.268289748126587
15962,9713,2141.7677,45,2,4,2,4,2,7,2.268289748126587
15963,7983,724.8519,80,2,1,2,3,3,9,2.231784287908177
15964,21011,2336.915,43,2,4,2,3,1,8,2.268289748126587
15965,9206,1483.8359,78,1,2,3,2,3,5,0.24395277464764714
15966,19776,575.4856,68,2,1,3,1,3,9,2.231784287908177
15967,10295,1266.9247,71,1,2,1,1,2,10,0.24395277464764714
15968,21025,8827.882,26,1,5,3,5,1,1,6.280458234866058
15969,9680,658.8858,64,2,1,3,5,4,6,2.231784287908177
15970,3766,2032.5159,50,2,3,3,2,3,98,0.25612126138711716
15971,17687,7062.3056,28,1,4,9,1,4,9,2.268289748126587
15972,9119,1448.3676,54,1,4,1,1,2,12,2.268289748126587
15973,12032,1032.5501,67,1,3,3,5,3,98,0.25612126138711716
15974,22207,1203.8703,65,1,2,2,1,2,8,0.24395277464764714
15975,6225,2075.0052,68,2,3,3,3,4,98,0.25612126138711716
15976,19972,1254.9396,68,2,2,1,2,5,3,0.24395277464764714
15977,261,1479.059,42,2,4,1,1,2,3,2.268289748126587
15978,5005,802.5471,37,2,1,4,1,2,1,2.231784287908177
15979,13444,2434.9822,18,2,4,2,3,4,1,2.268289748126587
15980,7583,1483.8359,76,1,2,9,5,3,4,0.24395277464764714
15981,6612,1903.5361,36,1,4,2,2,3,10,2.268289748126587
15982,20294,5808.2947,34,1,6,2,2,4,7,12.292626721605528
15983,14215,4337.4051,26,2,3,1,1,2,9,0.25612126138711716
15984,14220,1903.5361,35,1,3,4,1,2,98,0.25612126138711716
15985,10783,4337.4051,29,2,3,2,2,2,7,0.25612126138711716
15986,12060,1491.0393,50,1,2,2,3,2,8,0.24395277464764714
15987,6857,2032.5159,51,2,3,3,2,3,6,0.25612126138711716
15988,703,575.4856,66,2,1,2,1,1,7,2.231784287908177
15989,19138,1677.2602,40,1,4,2,1,2,98,2.268289748126587
15990,22259,1392.5739,47,2,2,3,2,2,6,0.24395277464764714
15991,2426,1181.9431,58,2,2,1,1,3,12,0.24395277464764714
15992,1405,2434.9822,17,2,4,7,5,2,1,2.268289748126587
15993,21424,1650.2585,77,2,2,1,2,1,98,0.24395277464764714
15994,934,655.6549,77,1,1,1,1,1,10,2.231784287908177
15995,3585,2046.8904,37,1,2,2,2,2,8,0.24395277464764714
15996,17507,3070.3356,39,1,6,2,5,3,6,12.292626721605528
15997,15357,1451.6466,62,2,2,2,5,5,4,0.24395277464764714
15998,13910,575.4856,66,2,1,4,3,4,8,2.231784287908177
15999,5620,1903.5361,39,1,4,2,2,1,9,2.268289748126587
16000,10988,1321.5386,50,2,2,2,1,3,98,0.24395277464764714
16001,2222,2002.7107,20,1,2,1,3,3,5,0.24395277464764714
16002,10330,1254.9396,66,2,2,3,1,2,6,0.24395277464764714
16003,1315,1742.8831,35,2,2,2,2,2,12,0.24395277464764714
16004,9154,2032.5159,51,2,3,2,1,4,5,0.25612126138711716
16005,4665,2160.604,32,1,4,3,5,3,10,2.268289748126587
16006,336,655.6549,79,1,1,1,1,2,98,2.231784287908177
16007,8886,10593.4584,25,1,6,2,1,3,7,12.292626721605528
16008,17452,1152.7463,56,2,2,2,2,1,11,0.24395277464764714
16009,11022,4011.4718,17,1,5,7,5,1,1,6.280458234866058
16010,8020,1483.8359,78,1,2,3,4,4,5,0.24395277464764714
16011,3090,1483.8359,78,1,2,3,5,3,99,0.24395277464764714
16012,10835,1803.5737,42,1,2,3,3,2,7,0.24395277464764714
16013,6186,2232.9835,34,1,2,3,5,4,5,0.24395277464764714
16014,6662,5808.2947,30,1,6,2,2,2,8,12.292626721605528
16015,7234,2954.8579,55,2,5,2,1,1,11,6.280458234866058
16016,1545,5808.2947,30,1,5,2,3,1,10,6.280458234866058
16017,7177,1834.4714,48,1,4,2,2,2,12,2.268289748126587
16018,14082,933.7722,80,1,1,2,5,2,5,2.231784287908177
16019,3650,1967.3039,37,1,2,2,2,2,7,0.24395277464764714
16020,3783,4560.8612,21,2,4,2,2,1,98,2.268289748126587
16021,13044,1772.9147,56,2,3,1,1,1,4,0.25612126138711716
16022,9521,2363.8863,55,2,4,1,3,1,8,2.268289748126587
16023,2944,1415.7873,63,2,2,2,5,3,6,0.24395277464764714
16024,333,1903.5361,35,1,3,2,2,3,98,0.25612126138711716
16025,13283,1650.2585,79,2,2,2,4,3,5,0.24395277464764714
16026,4206,1479.059,40,2,3,1,1,2,10,0.25612126138711716
16027,17444,3246.643,17,2,5,7,5,3,1,6.280458234866058
16028,17242,1677.2602,43,1,6,2,2,1,12,12.292626721605528
16029,4718,1266.9247,72,1,2,3,5,4,5,0.24395277464764714
16030,3199,4005.4213,24,1,4,2,2,3,4,2.268289748126587
16031,18850,4889.9316,48,1,5,1,4,1,10,6.280458234866058
16032,22146,2342.0241,56,1,3,9,1,2,10,0.25612126138711716
16033,17066,1181.9431,56,2,2,2,2,3,1,0.24395277464764714
16034,10220,1415.7873,60,2,2,1,1,1,7,0.24395277464764714
16035,15870,3122.6988,55,1,4,2,4,2,98,2.268289748126587
16036,11537,2177.4698,63,2,3,1,3,2,6,0.25612126138711716
16037,11330,756.7694,75,2,1,3,2,3,99,2.231784287908177
16038,12544,1392.5739,48,2,2,2,1,2,12,0.24395277464764714
16039,19314,2613.5694,80,2,3,1,9,4,98,0.25612126138711716
16040,17372,939.586,80,2,1,2,2,2,98,2.231784287908177
16041,16122,2141.7677,47,2,4,2,3,3,3,2.268289748126587
16042,14428,4011.4718,19,1,5,2,3,2,7,6.280458234866058
16043,7291,536.4705,55,2,1,4,5,4,5,2.231784287908177
16044,10898,3860.7408,51,1,5,1,2,2,98,6.280458234866058
16045,16931,1734.4327,33,2,3,2,1,1,8,0.25612126138711716
16046,19018,595.7107,70,2,1,2,5,3,6,2.231784287908177
16047,2580,1702.4924,38,2,5,3,1,1,98,6.280458234866058
16048,1185,1321.5386,52,2,2,2,2,3,98,0.24395277464764714
16049,15742,2037.1167,61,1,3,3,1,2,7,0.25612126138711716
16050,13380,1181.9431,58,2,4,2,4,4,1,2.268289748126587
16051,6819,1507.5042,58,1,2,1,2,2,10,0.24395277464764714
16052,16427,3246.643,17,2,4,7,5,1,2,2.268289748126587
16053,9194,1415.7873,64,2,2,3,2,1,2,0.24395277464764714
16054,18217,2434.9822,16,2,4,7,5,2,2,2.268289748126587
16055,21371,1427.8451,48,2,4,2,2,3,12,2.268289748126587
16056,9397,660.7693,53,2,2,2,3,1,98,0.24395277464764714
16057,14971,1507.5042,58,1,2,2,4,2,8,0.24395277464764714
16058,13208,1677.2602,42,1,5,1,1,2,12,6.280458234866058
16059,21797,3586.5868,37,2,4,2,2,3,7,2.268289748126587
16060,6550,1364.3132,47,2,3,2,1,4,10,0.25612126138711716
16061,17427,1834.4714,45,1,4,2,1,3,1,2.268289748126587
16062,15418,1254.9396,68,2,2,3,1,2,3,0.24395277464764714
16063,5201,2032.5159,50,2,3,1,4,2,10,0.25612126138711716
16064,9937,993.0341,34,1,1,2,3,9,99,2.231784287908177
16065,12267,1903.5361,39,1,4,2,1,4,8,2.268289748126587
16066,14758,4813.7662,18,1,6,3,4,3,2,12.292626721605528
16067,16159,1903.5361,39,1,4,2,4,3,8,2.268289748126587
16068,3681,5783.2068,26,2,6,2,5,3,1,12.292626721605528
16069,9523,2160.604,34,1,4,1,1,1,10,2.268289748126587
16070,15095,1427.8451,47,2,4,2,1,2,12,2.268289748126587
16071,5628,4005.4213,22,1,4,2,2,2,7,2.268289748126587
16072,19179,4011.4718,17,1,5,7,5,2,2,6.280458234866058
16073,20697,1702.4924,36,2,3,2,1,2,99,0.25612126138711716
16074,9028,1834.4714,45,1,4,2,1,3,12,2.268289748126587
16075,11058,4005.4213,22,1,4,4,3,3,2,2.268289748126587
16076,14600,1427.8451,47,2,2,3,2,2,11,0.24395277464764714
16077,18786,5480.8117,30,2,6,9,9,9,99,12.292626721605528
16078,3511,1491.0393,51,1,2,4,4,1,6,0.24395277464764714
16079,20871,1448.3676,51,1,4,1,1,1,8,2.268289748126587
16080,9210,2226.4813,35,1,2,2,1,1,10,0.24395277464764714
16081,22178,1063.3693,80,2,1,3,3,5,7,2.231784287908177
16082,3645,674.1911,74,2,1,3,5,5,5,2.231784287908177
16083,18577,651.3015,65,2,1,2,2,1,8,2.231784287908177
16084,12041,881.5953,42,2,2,3,2,2,98,0.24395277464764714
16085,5252,3674.3636,17,2,4,7,5,1,1,2.268289748126587
16086,8644,1337.6552,57,2,2,4,5,5,4,0.24395277464764714
16087,1946,2723.9717,18,1,4,2,3,2,4,2.268289748126587
16088,7695,2650.5679999999998,58,1,3,1,1,1,10,0.25612126138711716
16089,7076,2527.1621,33,1,2,2,1,2,10,0.24395277464764714
16090,2315,1788.8968,80,2,2,2,4,2,98,0.24395277464764714
16091,994,1706.1065,59,1,2,3,3,4,9,0.24395277464764714
16092,10288,2137.3164,49,1,2,3,1,2,5,0.24395277464764714
16093,10027,3840.9706,27,1,2,2,2,3,8,0.24395277464764714
16094,20293,2009.5005,30,2,2,1,1,1,12,0.24395277464764714
16095,19782,1673.9138,41,2,4,2,1,1,11,2.268289748126587
16096,10447,1063.3693,80,2,1,2,2,2,9,2.231784287908177
16097,17694,1962.9311,30,2,3,2,1,1,6,0.25612126138711716
16098,15929,1673.9138,40,2,4,2,2,2,10,2.268289748126587
